,isbn_numbers,price_list,book_urls,isbn
440, MPN:Does not apply ISBN:0134555635,$53.39,https://www.ebay.com/itm/254545057420?epid=235613838&_trkparms=ispr%3D1&hash=item3b4411568c%3Ag%3Aq1sAAOSwksZhETTu&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dstswIvvns7MIo9wvAM%252F2tyjyDcNojITrh%252BBZl0ihm8BamvECVL%252FT%252BaGkZMAtZnCQn9ivrA5GSfMABNt%252B8sY1stSxBLDkGM4zdBPj4upCqIl9IelLoNk9nztJq97X%252FZqe%252FNQzv4VrfmRLNASJU4wJcWYa1G4PekyH37QfngS2c9emoeVP0o4%252BTTPv%252FlfjQRgGyQqy%252BYHfj4cGKNEYbGRDuiPba%252FjmPDxrSA1RTYut9NXcYZVZMcJLgd9slgqTJDjjAqTGTbXx7URysppGJZvML43Tvg8jIitlQtbKxNQNrGZFVOV0bWlkQrxWq1dg68Tz2jyZm40vrW14OzNMCCTSHkO5QeDE%252BcsA5Ym1lv9YG5wEtLkYmpRKjFuu3M6D3i0HDCYcT%252F%252BKG7%252FskiReHIijz1AQL%252BeNJZNZkiz6mSP0v14TcYCUm96dvyA13uKSwBjMYIvYZAovPC%252BqiWFo5ulOArKy2MrpYU2qqfsn8JqGMp%252B%252B04097VsnTBWc7LyERBJg%252BKRJ7ygVTFRb%252BK29WO9%252FEd3OUyHx4EIj8wmh8FuWOd4QcnhLGxkP0eARt0nw%252FTLPIXpOxiZUXkoRRTBJwQ%252BitM27eoOBoRdUITuhMvlgISKNt%252BxsDshbW4mmabNGzMyA69RdAvYd5RwJz1%252BRNFzqdAKEbnNBi9Q9dW0YQOEyNGCcaSzJvNXDdEMTtJH62cdMtaEFfNg2wC0zojqoS1Vfio8ySG%252Fjwm7%252B0UDOOm%252FgnaS%252FUmy0HERuefra5jW4h8NGxnxbARG6RyO%252FZKQPnrcNKH7Qpbf6lbuwCKrjeZFBGe1%7Cclp%3A2334524%7Ctkp%3ABFBM6L7UjtFf&LH_BIN=1,
441," Artist:Kakutani, Michiko ISBN:0525574972",$10.30,https://www.ebay.com/itm/274912524965?epid=21038664395&_trkparms=ispr%3D1&hash=item4002103aa5%3Ag%3AAroAAOSw6GVf%7Er0m&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSlHY%252FYTip4QFVjNQrCEJt6ruSUmLH0HAWLatCbCg0f29WwtcOfmMRhL6a7cetuPl3WC5YbUmMvfEqdVn%252FLdqRAkeWiS4FT%252FuBuzZZgWMUDNqiCgGHR7C%252BvM7C0ZPmMf7ZJ0sxeA1JJtwMwG7VpH6p4sub6LW1yAOduOEO4h2RjqKfLKhTVknaGD%252B%252B75LG9m3kH2P%252BsAiqx4eW3pg8MGDtwTpsKt5f%252FF5mH%252B6IU%252BplZOYxH88tYMgKqR5M3XzagkkoKZIzPS28HnNzaLNri1Guyz8bhbg7a31C8It5B0E%252F0NPIs5XorAwgTYTh%252B7zzTFKCqOvgtKfvo72sShWpWWYXqJ%252BsIL7cs4M36CxjQLYddow03w2GRHSoqdr4GrCDtdOJSmEqtHhrvhi5Nzk4zP2fU%252BiERzFfGBwBF3mRJ3lyAAf9YacNFNKHdDJcHbGATHkSGrDKtoSICVbLFW4Q107lxyaaUEIaHHQhXEACpWxAIn6jTOixq6edpEL3IT8%252BhqU%252B6%252B5N4lqXvjniGouV%252BjENIHl0ZRfFHjLRJrXdojC97QC0%252Fgly%252BGTc42pR4jfWSHNSqCuV7gPMqil7%252BpDStmELLbJc0jEbePmCA3b7qWgFrNL8xoLYMTBK%252BS6cJGnBxIOOmbv8Dut4P%252BRsUKp2lZkRrhA8AleVh%252BPOAjJC21%252BgaXvR5hMYeBPjQ6ItincUcsvMM8qBGb4%252F6QDsTQi6nGGS0APk2A7S03wDKX4%252BugE7i%252Bk%252BCKS2VKUiOOhWwHR53JAkFcofHbjuvH8Z5XDgmZ5qlmnLHWrTQEJUp3RuNzu3BphfiHolZNvr3efa3G56%252F9Q1%7Cclp%3A2334524%7Ctkp%3ABFBM6L7UjtFf&LH_BIN=1,
442, Personalized:No ISBN:9780997693768,$25.50,https://www.ebay.com/itm/165294488549?epid=236989957&hash=item267c51bbe5%3Ag%3ALrsAAOSwck9h6t6d&LH_BIN=1,9780997693768
443, ISBN:9781629973296 Publication Year:2016,$24.00,https://www.ebay.com/itm/234389961066?epid=8038720755&hash=item3692baf96a%3Ag%3AEfQAAOSwnwth25a3&LH_BIN=1,9781629973296
444, Subject:Barbering ISBN:9781305100558,$75.00,https://www.ebay.com/itm/353871160614?epid=219177691&hash=item52645d6526%3Ag%3AtuMAAOSw7dth7HPs&LH_BIN=1,9781305100558
445, ISBN:9780133970777,$20.94,https://www.ebay.com/itm/333179777085?epid=210823507&hash=item4d930ff03d%3Ag%3Ab%7EgAAOSwUchaTH-y&LH_BIN=1,9780133970777
446, ISBN:9781629972725 Publication Year:2016,$15.90,https://www.ebay.com/itm/393889694561?epid=11038773149&hash=item5bb5a7c361%3Ag%3ALsMAAOSweDpf%7EqfA&LH_BIN=1,9781629972725
447, Subject Area:Maritime ISBN:9780801894756,$14.95,https://www.ebay.com/itm/294757445083?epid=79608869&hash=item44a0e9addb%3Ag%3A%7EUsAAOSwKGRh7BvA&LH_BIN=1,9780801894756
448, Publication Name:discovering the life span ISBN:9780134556949,$69.99,https://www.ebay.com/itm/363699539925?epid=234976786&hash=item54ae2e8fd5%3Ag%3A49UAAOSwby9f%7EqJF&LH_BIN=1,9780134556949
449, Item Weight:400 g ISBN:9780615889603,$24.00,https://www.ebay.com/itm/144382804751?epid=172107745&hash=item219de2c30f%3Ag%3A%7EBkAAOSwFiNdqQVZ&LH_BIN=1,9780615889603
450, ISBN:9780988924611,$24.94,https://www.ebay.com/itm/284411671644?epid=2134399488&hash=item423841b45c%3Ag%3A3ucAAOSwKuNgad7v&LH_BIN=1,9780988924611
451, UPC:Does not apply ISBN:9781333634315,$5.95,https://www.ebay.com/itm/165292825922?epid=247343175&_trkparms=ispr%3D1&hash=item267c385d42%3Ag%3AQQEAAOSw6pxh6Y2t&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRhP1CAujT8AgYY0%252BoReyE6Yujlbe6QfgoNN98eJJh%252Fjwp7Js0YAJ4k551ZT7dJPHol7C0cGE42lm2MzLQGuIl80e4Xze1EySOZAlkV2Fn85LbemhB4tgWoshqGRuxjJR2HzZy2p93ZQW5jdKttytdkhSYUbhoeDjj2w9oVfD4G04aekV8UHayHVdoVkxKX1%252FDeXyZVzM0d%252BB2JSoihXziSNOtuOChuDFytYgWOWyqsv9mVGB2VyPbkW1RIJHSfDa2PALdddQzzJPPWVDoKvGDhSC3imjtGXUNuEhpkkqipe7sK4c42UNSZuqzPS6W9DjOLAHwmftU3ZND7qCo6RVXbDrZWtPhZ%252FsL6mgwAj5y0CBfBHNBZGZcru2zvVowYW6A%252Bc6Tu4NnGe50yLjOj9rYcia8hI4JXzF5XkwA3lnQilnczR6XsUTRMsosC5wNFIbpm9z%252BqI%252B36vAw4dUg82Cx908MJxneufh6ZM8cM9zGbSL6o%252BS4wxhQtP4wMO2ys3%252F7S3%252BvkERbYYBM3oqcn8tfyIppDchTUxExqwxRmhNTxvEy%252BOSJZEZa9malMgbjYHQUr2JWkjEczNhJNoUr21msNKfiiSe5LRJnjSUngc5qZnpEhf44gHarbFscW4VQWiuxonk9L1kpMU3cgPe0Jg8Yf6hQM8M2xUxPKOd7qrhLTn5NxF%252Fv6ndOi%252FZCmHPbguqOoSBsPowte6IX44wZWPkbb8X1VLv0dOci%252B9SBVsSEqD4E9DZzWrMf0mbe4J8doals2eBB4KHdJsd%252BuQc%252BlgVLIwjMY6b4nJ5weXEz3%252Fz5%252FHG%7Cclp%3A2334524%7Ctkp%3ABFBM6L7UjtFf&LH_BIN=1,9781333634315
452, Subject:Diseases ISBN:9780134618449,$80.00,https://www.ebay.com/itm/325012355264?epid=229079606&_trkparms=ispr%3D1&hash=item4bac3ef8c0%3Ag%3AWioAAOSwsvVh7aXm&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSvhAqMt0wg86xg8aAkgjQJGd12oidU4KjwwpU1D2fzS6e7f%252FOpg4TpT%252BihCB4kheus%252Fj2tfhEs9pjnnlC9ezobK%252FI4eOz1vgkYqyJkG%252F6JilkpMVICYm46AjxTrF%252BtgB69UYNFU%252FdBYYCaYDWqFng%252BhlWBYc7MthavBgDrtlyj%252Fn37ADqUKmZvOD%252Bcpi7PTeA6WsfiiSL%252B21Mq2Nj11DgPo7%252FSg3XDmfbmgux8KrYu0zmzZaAxDMiOT73VYbv4ogNW02T4Z2kf0OajUbg2Ol6cimAoz7CNBKeeRc4F3b7BP9H04e8A8Fo5xdIVOdMWOtbAtgDmUI9xqdrk%252BmarT3CB%252Fg%252B4u7iSoVwy19ZCD13qfIH0jEm%252F5V7%252FqyzgjjEtgBtfjtuEEvx6%252FWg4JNiNVdMc6PRbRBZb0NpoJ0ZtGcdus9OSCFylryVQKKiEad7Wlh1QDDgPhqTK0rjKsNWZMtQdV8Z%252Fyeb78bwmGNExvko2I74Fawew04teTh7leiOyxxuHZ11lu02S9S%252FxbqB4OwexFW%252FH7%252BuvQiM9jpwQmoWxRJBlXbBiPWzW2KutGC%252BOxO1M283yfL1tx4vwG2tGxowUZpSPGPabqd%252FzfUK%252BHkp8KG2GVybmYmMfElhjJVFhLRWwysuGe6DKnPscBAufKJJXqflPwwztVCy7YuhNZ%252Fa0nwb5hwPYXKwQpcyuJk4%252FVAW7kfblfAYaHaM6K%252ByL4cdXj%252FsnqyY%252FHG4mEZMfCRUgkKdTXSj6ZOtQpE%252F%252FNMNjcDQ0hWyK4Z6f%252BxqNhMh3olLbmwziOsfBD08x8EcoqEjTAC1qfN80IljYwIb9NXSk%252Bvt%7Cclp%3A2334524%7Ctkp%3ABFBM6L7UjtFf&LH_BIN=1,9780134618449
453, Publication Name:Not Available ISBN:9781908269867,$5.95,https://www.ebay.com/itm/165292841080?epid=739360548&_trkparms=ispr%3D1&hash=item267c389878%3Ag%3AtOUAAOSwBNFh6Y%7E6&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRq9VRjF3XmlfJ%252BLrXV6J0uERjL98TKZcysobFUVPxZvH5wS%252Bm6AVps0DmED024m1EhY4QvCfhNMbsIBmm0ufYj7ZBntmLVtt2G0IJtmVvhxC%252F2jSCXkp6%252BmlSN6iW3nY0Ci0b8aE6dH8u%252F7APZ7Fnbx%252BUhg%252BjvFq3ogHAUAYNcj53HJaIgb7byFi1OK8GC54cA2qH6kurtXreYuRxdJLwT3yAybiUa2JL4kVdY8SBYua3%252BgnKSjL3znwjBrOOsFuWv6uOZyI1UkYNm2wAOLASpOHaLGuFFVxJ4tQ5i3GqMMwJR3D0qRQE%252ByTwl21JIVSTtvDxwyr%252BhHbjToF66clHw8G4OKextDBRmx9ngsvzVCMuzOYT0ZA8rBcfS%252F0XFqvRUr2tBQhjrGNiNf389W0kWn18uNfZj9gjlT3Yz%252FsRFmXOHfFiyAohyRxiqkxyMlyr7Ck%252BnoRdzDXJQH2coP%252B0zKTFOK4mLdVZA%252BGux0BPaMkFciWc1LR52ylkq%252B1T%252B3IBu1f1V7XdLxQSeKeJ7LQl2wesQzQM%252FGkrKmHpsMbDpvWdRSatjKGjJz3eMM9RkHCpBYwfjTLZJXGhIlIyKSHVKyCXJVY5z%252FfGI9LY1Zwi0j5YrbnSZ2oOR%252FaKkd6mEickyX0p2mGmOpk%252Bz%252Bgoc4kIuBCS5qTwmKPiEp1bPzOpNqg%252BvQDjIEZf6%252BYSDbcRXFpnY34nEpfhcCRBhBVMw%252BzZt52PcEIjMDhcgIappEljlgSbbh51rmWukZRn1EQwC5MgtAjDqMe%252FfpQaCbV3N%252BIq1QS%252FZx6QDbkenXUrOb%252FOEdA%7Cclp%3A2334524%7Ctkp%3ABFBM6L7UjtFf&LH_BIN=1,9781908269867
454, IsTextBook:No ISBN:9781138362000,$50.00,https://www.ebay.com/itm/125114889898?epid=20038852537&hash=item1d216db6aa%3Ag%3ABXgAAOSwUihh7XGu&LH_BIN=1,9781138362000
455, ISBN:9780134752556,$55.90,https://www.ebay.com/itm/333540088730?epid=242868473&hash=item4da889db9a%3Ag%3A%7EAgAAOSwaZVeZfAe&LH_BIN=1,9780134752556
456, Author:Gregory Rickard ISBN:Does Not Apply,$22.99,https://www.ebay.com/itm/175120077866?hash=item28c5f8542a%3Ag%3A3NUAAOSwollh6cXb&LH_BIN=1,
457," Publisher:M.T. Publishing Company, Inc. ISBN:9781938730993",$30.00,https://www.ebay.com/itm/144381589850?epid=26038519017&hash=item219dd0395a%3Ag%3AAIcAAOSwQThh7Dfz&LH_BIN=1,9781938730993
458," Condition:Very Good: A book that does not look new and has been read but is in excellent condition. No obvious ... Read moreabout the conditionVery Good: A book that does not look new and has been read but is in excellent condition. No obvious damage to the cover, with the dust jacket (if applicable) included for hard covers. No missing or damaged pages, no creases or tears, and no underlining/highlighting of text or writing in the margins. May be very minimal identifying marks on the inside cover. Very minimal wear and tear. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ISBN:9780982967621",$13.99,https://www.ebay.com/itm/384693559891?epid=128378447&hash=item599185e253%3Ag%3Agp0AAOSwu8Zh7D3N&LH_BIN=1,9780982967621
459," Condition:Acceptable: A book with obvious wear. May have some damage to the cover but integrity still intact. ... Read moreabout the conditionAcceptable: A book with obvious wear. May have some damage to the cover but integrity still intact. The binding may be slightly damaged but integrity is still intact. Possible writing in margins, possible underlining and highlighting of text, but no missing pages or anything that would compromise the legibility or understanding of the text. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ISBN:9781496377234",$35.60,https://www.ebay.com/itm/115130990068?epid=239533950&hash=item1ace577df4%3Ag%3Ana4AAOSwexpf%7EZ5l&LH_BIN=1,9781496377234
460, ISBN:1947314092 UPC:00609068000405,$9.99,https://www.ebay.com/itm/333724203335?epid=24038779421&hash=item4db3833947%3Ag%3AylQAAOSwUjJexqWZ&LH_BIN=1,
461, ISBN:9781926778105 Publication Year:2010,$49.99,https://www.ebay.com/itm/142653335739?epid=102829059&hash=item2136cd28bb%3Ag%3AZ3UAAOSwoFVaWCOA&LH_BIN=1,9781926778105
462, ISBN:9780134527604,$16.90,https://www.ebay.com/itm/233185350665?epid=234677444&hash=item364aee1409%3Ag%3AqpYAAOSw-1JdNWXz&LH_BIN=1,9780134527604
463, ISBN:9780803625792,$14.00,https://www.ebay.com/itm/232204018359?epid=159989013&hash=item36107022b7%3Ag%3AzfIAAOSwwstbaYwZ&LH_BIN=1,9780803625792
464, ISBN:9781570616709 Book Title:The Lost Art of Reading: Why Books Matter in a Distracted Time,$3.87,https://www.ebay.com/itm/114859201523?epid=102772282&_trkparms=ispr%3D1&hash=item1abe2453f3%3Ag%3ADfAAAOSwNSRf%7EoMV&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSR84A%252FGMxXIqJzFmDq6lDLmYMmjCl7976fsKYQXEkCHxCBJxWY6q4Pn%252BcogP%252FRlNHmFcz3vctEKEiANtmbKaH8r07D%252Bjmp5fXBM%252BsluLIMO9YPlAkbmnuGHXWS25N%252Fk0OdX2K2a7%252F8pDjRKO8Z5IjBGK8UH3Pebiu6TDfVY8CvfJERsWdvlLGxGtC26pQLI9kcRb%252FtKOpLgxY4ij5ep326%252BDg4UMqxynu0ag%252FrUWBJKXkVWf25pJL6qmZxGyFVBLNT7vqbuEYGSLoy1j93QorCw3TveybS8aIjh5tAjGx%252FoX4WSOyzLg5IhOE8k3m0KrVBHBBGu%252Fi5E7d7tPVogxZ2tcCllJVP5%252Fguc5zvOrcjDVGM1PI9INM0HxcQnDHsUlx29VsxfWCSxpCgs1tbUzRu2bEymFMAp7gZblZ69%252BLpzOFc8hiRlIejMH1CxMkkZcyWWy7DoY4taWwhgJ7J3hvKx54vubpjgAGMx2rkKHU9tpFQ4%252BJtiDjli3anC9pdwU%252BvjDaxTuqvTfHh%252BO6uAopwDHnpwizqWoKk7LPJccb6ymwVb2QzGMAgoCm3XIg%252BZJydqlOIe5Immnhdbs1LtGpEJLvui%252F%252Bfl%252BlCfGPeTyyJQzF9fILfKWkV2USDvAmfQnoP8NTWZP4Y44dZ8IPOXl2s%252BmTq5T1j9gDbnbd6CcVQRFvmfs33WKY0LZVDJOlTHL%252BIztTaph1YfZGuoCMsg3sJ%252Bd1%252BekYBmFR4KfCVdLIIK2nngHZi7SpsVcITLbx6oateDkxfd%252BF%252BJPsEDAU5CcypEC%252BReE4dD%252BAvUu0oVwAnwjTasAGVEq3gLx7H7ydzSsz%7Cclp%3A2334524%7Ctkp%3ABFBM6L7UjtFf&LH_BIN=1,9781570616709
465, UPC:Does not apply ISBN:9780692374009,$5.95,https://www.ebay.com/itm/165292824325?epid=208613795&_trkparms=ispr%3D1&hash=item267c385705%3Ag%3Aw5UAAOSwNyxh6Y2M&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRmqTCcOnbxzi0wFLVoK31r%252BmgOswFORN5HBSjD8M7SjAwqIKUjdOxrxa%252FU5ei%252F8lrlDSJUxaartv4tH55yt6UzjYJZTOLIF28IKM3c%252FpiNMCWK1SeXScIAvJhfTJ%252Bad9CKvNyifp4zBIq6ddtm5yA60rTycviMCeYE0hcfu%252BGDr6PmR0HNbpXVQqnSKD35yGMRt%252FdDtGoeDBGGXXAMM%252B2hhsFxD16c8gz2LXxfY8H8lfPvRV5CX1H2tgpZFTHX0VgqOMWvaFC%252BaTWrVUQmOMjISivKD%252BVvzGrAeUEBrRWY0%252Fnj40GQati%252Bh9ovhTIElPseIz5Zz%252FhyjNa78KbES5k37fk9KMtiRfbjfk0RF17tlvYMmce9AnYI5cqJJw7GmyFcudCp1Usi%252F3LmP0pV3ngPFv%252FSBrhP9R%252BPBh8x84%252F%252F3Ce8PGrIaUocbvcmYBAKyR0%252Fokt69NpSHiwspF8z0NgVs2Z8VYmHU8IbPhLLgP4ZD4SLrf%252FKMr2BIrTfyuoCDG0i2gdKeHkl6z5LSKgqDN%252FNvBEzYE7ni7g9BarSn2aa8wrSNdToA8aBQcLfpcmJkPyugs%252Bl7cWpaF8brinuCsmjykfhuRw%252BX4hSDQU38bVb%252BmbPqOKCuWymKDXRYelyWKbuW39Nw831Ndr%252B22TSkqp4XGpuRwv9OEKY946cmKcasKxmavC6w1agunynCuR57XVU%252BmRZUUUTCPkvcOC9rrcnKy%252Bj%252BQ8pCW5S7GubjeZk90OpwbYSFhdiJDvdMxFcoe3UbsExd5W5%252BbitHsfDlnp88JmwVhnmw5CyLelYuVh1IB%7Cclp%3A2334524%7Ctkp%3ABFBM6L7UjtFf&LH_BIN=1,9780692374009
466, ISBN:1107674824 EAN:9781107674820,$24.40,https://www.ebay.com/itm/304122256318?epid=176299586&_trkparms=ispr%3D1&hash=item46cf195bbe%3Ag%3AEW4AAOSw4VJfWvrs&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSzaVbXtmGxqmWnpn8RLN2qyJEFnaL6n6pSb%252F0zT24FS%252FcKJgBxStdnoEpYLgzgKch8MsZCUy91GS4fTU%252FMWY8LbzPHwFnEytLmCUW5B1CD94VCnkyLifjyeQyivpfuR9UeUURv1VtZR421tbREFo9o5D%252FJjxUSVKAkf0DHN2QvD2t5CmdsHo0S5Mp00xmKBk7kaTUcMf9PPRla7paUCj8RzWNfs6zcNjLfzfMxCQq9VXldJz155axtgJA0iz4Et382PVyPmjF7HJa%252BDXfkNWyNwjAgQDYZg04U5A%252Fbbw%252FcBdlmvLI1mXD9CvHGYgetBUvJj%252FFZxRjSc5voFiJpZm52GEsGkwjnjTY80%252F1ptrNsRNS5Bkk5jmcCG2KxrV1FMKWeVn%252FDWD3xTREE6egkQcnIRdmYI%252BbK%252BzHvC1QVQQlFWVReeY7sHSmyN3A9O5KbrqJYySZJCh8077qBwaKn3LOR0d5XHSCI6ojwJHperMdOeMCE7YXHUnuj6FFhNrbPa%252BP9nh4%252FQaGRBMAwLUq0CWP6f8xb9u8lVyGXpFXs8RegWF3STVHUpbzd8LD3n2D6Ozz5rCPvLuq0Cx%252Be2SDmXuY5sMmQ49AsZ7pjJ%252FejGT22P6l4HBGcyQMZiGk%252FWfncBXMsC8JbXMbIim57PsOhUY6Ktj%252BU02Xrf1dItzzn7ETj9Mz6Qg1yLSM29AzeFJxIMX4cZNYwS6fpVgTnnKka3EOH37qYV%252FzI%252Bq1hS849C%252BaKAW7eVQTlKoXDnIWn92y4lNdOt%252BlJbku7abV0lOQrGJhIXDrzxouVDgs5KeDb05eYsFh481jxIWQTTo2ZCdeiMqM%7Cclp%3A2334524%7Ctkp%3ABFBM6L7UjtFf&LH_BIN=1,9781107674820
467, Publisher:Penguin Books LTD ISBN:9780141982380,$17.24,https://www.ebay.com/itm/185151725504?epid=11049025914&_trkparms=ispr%3D1&hash=item2b1be71fc0%3Ag%3AiLAAAOSwxY9hiFQU&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS7UXID%252BRPOSNsnm8kYPghtJ8h2Grmv8L5lItTdOFjohBhdCmHQuHVaQaMt9G5QJjCFAscn%252BDttW%252BaGje0fTB9lELcElVwUvb8VJcBs%252BJMum8Fjgjm7Ow5CyO%252FCEz4MqRU2msaWAIjhVbrrk0uvSmElPq%252BPwC8q2rgRQlWDyXUWQ3V0XWc%252Bs6bhm%252FZyYTzpe0vQLnTUyM%252F4DVaBE4Dxcl%252BDIaUPHPbOWnWpGMoZx%252B0pBfTCJcJzNAouluAirUPlotV7LTCuWeTKmqqtItwFv%252Bh%252FGFD3B7RItjcoq1cWWQ4O%252BzXMZPKwEfFFksBIiIBBeY4i%252FAWLff2Sl%252B89wujTsf%252BGh%252Bealm6fzH7egxZ4Gzi3Zr%252BKCw1PsXB5DruW8A%252F5tbN1bSjET%252FsDzyvMc0leYWHQJbfl3z5mPtnFEyWaiYO4sZHrauCUPapzRxVRlQzL5SY4wM9Z%252BnL%252BNDv3gXyz3yHqAeaY67%252FOOk3mVkm5%252BKMRrHfx3VAp7eJf%252F6QC5D7yFxmNIaMyj6yHBlS%252FOsjUkHCEQH9ICaQMp38WwJvWvdwo7DSDKadGCgPhD6jgJVYDwnUG4%252FOZ74PgWy8gODNE0cF642GUlHyx3zn7RsxJJXQKZEn2Ns2HIYTApKSN%252Fc3PpJJHRYcr0U1ptz6PRQKeP0YZknPoUP98kQSXsT5avhsU8ACue9oDg6o2sa%252FH%252FdrL8b%252FMpowWSh35Ce4%252BtvAQs8FKxu%252FtDDQeIdnv5%252BxGS12raDY4s2Al4JLsqxaSt%252F3xwAiqvF12en0PkAkleilJHQn1B4ba%252FgeFEfQYoX3xrqwsUixVJSevOH2ydAKqrn0wBOD%7Cclp%3A2334524%7Ctkp%3ABFBM6L7UjtFf&LH_BIN=1,9780141982380
468, ISBN:9780143131663 Publication Year:2017,$12.00,https://www.ebay.com/itm/134001620582?epid=237535704&hash=item1f331e7666%3Ag%3AgT8AAOSwtRlh6xHI&LH_BIN=1,9780143131663
469, ISBN:9780134687131 Publication Year:2018,$36.99,https://www.ebay.com/itm/165294452605?epid=242571971&hash=item267c512f7d%3Ag%3AhWcAAOSwnWthzygm&LH_BIN=1,9780134687131
470, ISBN:9781259281594,$14.50,https://www.ebay.com/itm/232610470174?epid=219267765&hash=item3628aa191e%3Ag%3AYwAAAOSwZotdW7ej&LH_BIN=1,9781259281594
471, ISBN:9780978806576 Publication Year:2013,$34.99,https://www.ebay.com/itm/165297324688?epid=178773985&hash=item267c7d0290%3Ag%3AI0gAAOSwBpNh7ZRq&LH_BIN=1,9780978806576
472, Item Width:1.5 ISBN:9780890425558,$47.99,https://www.ebay.com/itm/224521782107?epid=159849969&hash=item34468a835b%3Ag%3AGE4AAOSwsnlg4z99&LH_BIN=1,9780890425558
473, ISBN:9780966693706 Publication Year:2015,$14.99,https://www.ebay.com/itm/134002861310?epid=20038757959&hash=item1f333164fe%3Ag%3AiN8AAOSwDsdh7KUt&LH_BIN=1,9780966693706
474, ISBN:9781496331519 Publication Year:2017,$29.99,https://www.ebay.com/itm/173859158188?epid=237947279&_trkparms=ispr%3D1&hash=item287ad038ac%3Ag%3AVAsAAOSw6o5f%7E26-&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSDAeS9EQtjPGVfKXTxF0%252BjtpgNuvWYPE2ZGZp3%252B9HSH%252BA%252F%252FBwy9BISXFjZYVajAGvt%252F5RbmBG3CaST1pkxeBRbr4E5VREXPGwO1mDuogjurxHn7pD9h%252Fixi4%252FlgzohkQK2djTbqUk8D32ROWRuP9omSKIweuiW5EAvl1H6z3UZSCQe8PE4UdshhQ%252FneAKki2A%252BF166ygmNaBDReYO5pK7dxF7zNBG1bkXeCteAmlltXqlTcrTN3Kj4ltg4eHqyabkBLvAnwr8lQjzTOKsk84wSLX%252B%252B0kJqVPJRgNYePW%252BvlPA8qX46GMB5CIdEnvsj5vKBEkoOo3j8CXWcY6PexkXx90LBTQZDhtu1qRBIRoiupGjrBxemkYUr0Z2VqeZ53r1N0eC8r%252F%252Bt6m8ZJS0I2tBtcntuQUKO5pLhh%252FcK4%252FKUnNTxPk7nugX5X2EqHeziSUTa5TZoH6t%252FtaL4Krk2fczXH8qFTPix3B5dsMDmZaXi6n6VRda%252F8Q5z58ZOt%252BcgXrkWlMB3qUkaqxl3jfPQnk78TFLyQ4vfDDuDE0gmmCfjO%252BUbLYu0EoNq7majXvjuIBTnq8DLN21mqaP%252BWtRPF%252Bjng5Lb4P91vq%252FRj9%252FFhA61Jcn%252BWGt069VrOhRNM7YfgOLFEfapCew6mUrw6TE5%252B9uqaYK1e%252B%252FLtg8Ze1Mbmiu5DLrhiQOu0oVMF3uFYxpYyK4Qyn5kD0A%252Fj3jvyYN0ekaf%252FzFvMFtZjXDRvsOlCJEMft599Mry32XSnFXMURTS7YKHKg09J1pUjFHQ%252F%252F5oMKPPz2%252BDD39yhkXASJjrwR8c48aEAY5U7r3ZcqcsW7EydCt%7Cclp%3A2334524%7Ctkp%3ABFBM6L7UjtFf&LH_BIN=1,9781496331519
