,isbn_numbers,price_list,book_urls,isbn
124, IsTextBook:No ISBN:9781138362000,$50.00,https://www.ebay.com/itm/125114889898?epid=20038852537&hash=item1d216db6aa%3Ag%3ABXgAAOSwUihh7XGu&LH_BIN=1,9781138362000
125, ISBN:9780134752556,$55.90,https://www.ebay.com/itm/333540088730?epid=242868473&hash=item4da889db9a%3Ag%3A%7EAgAAOSwaZVeZfAe&LH_BIN=1,9780134752556
126, Author:Gregory Rickard ISBN:Does Not Apply,$22.99,https://www.ebay.com/itm/175120077866?hash=item28c5f8542a%3Ag%3A3NUAAOSwollh6cXb&LH_BIN=1,
127," Publisher:M.T. Publishing Company, Inc. ISBN:9781938730993",$30.00,https://www.ebay.com/itm/144381589850?epid=26038519017&hash=item219dd0395a%3Ag%3AAIcAAOSwQThh7Dfz&LH_BIN=1,9781938730993
128," Condition:Very Good: A book that does not look new and has been read but is in excellent condition. No obvious ... Read moreabout the conditionVery Good: A book that does not look new and has been read but is in excellent condition. No obvious damage to the cover, with the dust jacket (if applicable) included for hard covers. No missing or damaged pages, no creases or tears, and no underlining/highlighting of text or writing in the margins. May be very minimal identifying marks on the inside cover. Very minimal wear and tear. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ISBN:9780982967621",$13.99,https://www.ebay.com/itm/384693559891?epid=128378447&hash=item599185e253%3Ag%3Agp0AAOSwu8Zh7D3N&LH_BIN=1,9780982967621
129," Condition:Acceptable: A book with obvious wear. May have some damage to the cover but integrity still intact. ... Read moreabout the conditionAcceptable: A book with obvious wear. May have some damage to the cover but integrity still intact. The binding may be slightly damaged but integrity is still intact. Possible writing in margins, possible underlining and highlighting of text, but no missing pages or anything that would compromise the legibility or understanding of the text. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ISBN:9781496377234",$35.60,https://www.ebay.com/itm/115130990068?epid=239533950&hash=item1ace577df4%3Ag%3Ana4AAOSwexpf%7EZ5l&LH_BIN=1,9781496377234
130, ISBN:1947314092 UPC:00609068000405,$9.99,https://www.ebay.com/itm/333724203335?epid=24038779421&hash=item4db3833947%3Ag%3AylQAAOSwUjJexqWZ&LH_BIN=1,
131, ISBN:9781926778105 Publication Year:2010,$49.99,https://www.ebay.com/itm/142653335739?epid=102829059&hash=item2136cd28bb%3Ag%3AZ3UAAOSwoFVaWCOA&LH_BIN=1,9781926778105
132, ISBN:9780134527604,$16.90,https://www.ebay.com/itm/233185350665?epid=234677444&hash=item364aee1409%3Ag%3AqpYAAOSw-1JdNWXz&LH_BIN=1,9780134527604
133, ISBN:9780803625792,$14.00,https://www.ebay.com/itm/232204018359?epid=159989013&hash=item36107022b7%3Ag%3AzfIAAOSwwstbaYwZ&LH_BIN=1,9780803625792
134, ISBN:9781570616709 Book Title:The Lost Art of Reading: Why Books Matter in a Distracted Time,$3.87,https://www.ebay.com/itm/114859201523?epid=102772282&_trkparms=ispr%3D1&hash=item1abe2453f3%3Ag%3ADfAAAOSwNSRf%7EoMV&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSR84A%252FGMxXIqJzFmDq6lDLmYMmjCl7976fsKYQXEkCHxCBJxWY6q4Pn%252BcogP%252FRlNHmFcz3vctEKEiANtmbKaH8r07D%252Bjmp5fXBM%252BsluLIMO9YPlAkbmnuGHXWS25N%252Fk0OdX2K2a7%252F8pDjRKO8Z5IjBGK8UH3Pebiu6TDfVY8CvfJERsWdvlLGxGtC26pQLI9kcRb%252FtKOpLgxY4ij5ep326%252BDg4UMqxynu0ag%252FrUWBJKXkVWf25pJL6qmZxGyFVBLNT7vqbuEYGSLoy1j93QorCw3TveybS8aIjh5tAjGx%252FoX4WSOyzLg5IhOE8k3m0KrVZfLa%252BMoo33bB5QLQm%252B2qjjshuP9BNlPt37oSXVhpxH5Uh82JestYq0zsWFljga0lHG79Gb%252F8vzdipSL6p9fdJiLuQ4u6ABdVyJVPxHSZUjJ56Z1A72nMAOHVOtub%252FsoijYJJ40svvEUvhXY60KokJ4DvINgz8obY%252BsGoOuUzeXsgZimT9UBIa9fe9%252F%252BBdW6kfkUdMxvPcZSaJfGbzRGrfBnDtnNUspw8376uTJjIkV17SrXOIUHsnq%252FEvmiA7AcpTbJ7mybDZY67q4xzvdgicTQ51Aa23Xcdfu5bXgJ%252FsCfoNfuEc8qVTRRHXFHyxBErD1QvMqq4hOehXbHQ0qn4eFz77TLt9HN9c734nucY8hyg%252F4apMxWpdWZ76gcPbdVDbgLwhUq3RFskDwBPyi%252FOi01OmctV2ETzIkegKxqF2KhZc7hPmUVIgoWnnNJBmUDohOd98j29l69A5zkcOlohbKc74KlYm1RP1Zjqwdu5SPz23e%252BwLc1XhIl3VtTN%252FkFo%7Cclp%3A2334524%7Ctkp%3ABFBMyKLTjtFf&LH_BIN=1,9781570616709
135, UPC:Does not apply ISBN:9780692374009,$5.95,https://www.ebay.com/itm/165292824325?epid=208613795&_trkparms=ispr%3D1&hash=item267c385705%3Ag%3Aw5UAAOSwNyxh6Y2M&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSLY2M1Gjmuwt9c03vWNfiRmqTCcOnbxzi0wFLVoK31r%252BmgOswFORN5HBSjD8M7SjAwqIKUjdOxrxa%252FU5ei%252F8lrlDSJUxaartv4tH55yt6UzjYJZTOLIF28IKM3c%252FpiNMCWK1SeXScIAvJhfTJ%252Bad9CKvNyifp4zBIq6ddtm5yA60rTycviMCeYE0hcfu%252BGDr6PmR0HNbpXVQqnSKD35yGMRt%252FdDtGoeDBGGXXAMM%252B2hhsFxD16c8gz2LXxfY8H8lfPvRV5CX1H2tgpZFTHX0VgqOMWvaFC%252BaTWrVUQmOMjISivKD%252BVvzGrAeUEBrRWY0%252FqR7KCU5czI7rltZv%252BogqGuht9e%252Fx3ugZtS%252FG31iVYKRJSIQKau8aHyb3woYtNyYjI5IHyE6zfmCPN2Bj9w63MdXc1rxkLp%252Fu%252FjxaXahzhcMCRM%252FCSPluDfHWqhWR1JA7gswhQHTM%252BnKvcTs2TOOqjrrwbNpeU3GcdEFRnpQhbvQIrFe4QtbQahEsH7XWcYjA34tFXoGKDYWiV1%252BPAGxKHWB856EsjUdd350cmplAtlR4oJ9wxOEGQ6UWT2pdfBkPdG89fp7PSOHTYGj0SFzmZr1NxGpKQvSCJKyxPyPvlIkYL5iDB%252FtcC96DQiHHCV3cxLUD4dZJx9uu2LcDjf5rF2KE5iBmLCvB5z0Q68ldtePkJD7dt%252BngUfwXPJ449Pi5SA05FnwSUfePy8aFNi%252FrxSOWG0vKiKn3HeDlpsoJ8XdMFeRPCffboB2kal0SIhDI2tnVHPhXB5SxC6hM0lP59dqDtxm1CK5XEYQhMSGC3iY6fhGxsOBte8VYVkB3RDik%7Cclp%3A2334524%7Ctkp%3ABFBMyKLTjtFf&LH_BIN=1,9780692374009
136, ISBN:1107674824 EAN:9781107674820,$24.40,https://www.ebay.com/itm/304122256318?epid=176299586&_trkparms=ispr%3D1&hash=item46cf195bbe%3Ag%3AEW4AAOSw4VJfWvrs&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSzaVbXtmGxqmWnpn8RLN2qyJEFnaL6n6pSb%252F0zT24FS%252FcKJgBxStdnoEpYLgzgKch8MsZCUy91GS4fTU%252FMWY8LbzPHwFnEytLmCUW5B1CD94VCnkyLifjyeQyivpfuR9UeUURv1VtZR421tbREFo9o5D%252FJjxUSVKAkf0DHN2QvD2t5CmdsHo0S5Mp00xmKBk7kaTUcMf9PPRla7paUCj8RzWNfs6zcNjLfzfMxCQq9VXldJz155axtgJA0iz4Et382PVyPmjF7HJa%252BDXfkNWyNwjAgQDYZg04U5A%252Fbbw%252FcBdlmvLI1mXD9CvHGYgetBUv4Vh8xdsjIEanf24DYtrEkSh4egdxj7Fi7UGANtmKEpRKq23AJr1qbuqGbvDMsTQKQC4HWzAX1Nbr4X1YXQ534OkFAXCWvKwdYNe7G38Wb1itAO1rHhd0y8dHOeZ4iG5APGHR23%252BT4y11J5xYpYnmfh6GzMs6xHtl37Q9GsTV%252F9U5rpZ5%252Fyynzefjztw56%252FMFsp2alKLDg6sWiBy%252F9B7XEDnxlPVxw2WLuWqgfbPIFnsLma%252BP%252BtjCBbuWTvd7nfhDFyKqPHbFR%252F%252Bw37ZJlEDeZiv9xgl%252FmL8LUvGvwp8cHIl23MuJHCWK%252BOutJaPJZ9x5dzdYAlV7xwu9Nm%252B1j%252B3L47cVGNbAO%252Bli9ZoVrk2VXiIxJiAiHYV%252B1YA3fDv3wtMB%252FMecA0qua62KCd8INYVDc7Q2BdHitCoEUXbZHJyfDe0A1zZx7I1%252BpZCXUkDEVUS57yhhaIVJql3iSFsz3rOVUJXa%252FYyFnM2blVDkHLD%252FNTd05PnP8TjabOG3xm2WKS2i%7Cclp%3A2334524%7Ctkp%3ABFBMyKLTjtFf&LH_BIN=1,9781107674820
137, Publisher:Penguin Books LTD ISBN:9780141982380,$17.24,https://www.ebay.com/itm/185151725504?epid=11049025914&_trkparms=ispr%3D1&hash=item2b1be71fc0%3Ag%3AiLAAAOSwxY9hiFQU&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsS7UXID%252BRPOSNsnm8kYPghtJ8h2Grmv8L5lItTdOFjohBhdCmHQuHVaQaMt9G5QJjCFAscn%252BDttW%252BaGje0fTB9lELcElVwUvb8VJcBs%252BJMum8Fjgjm7Ow5CyO%252FCEz4MqRU2msaWAIjhVbrrk0uvSmElPq%252BPwC8q2rgRQlWDyXUWQ3V0XWc%252Bs6bhm%252FZyYTzpe0vQLnTUyM%252F4DVaBE4Dxcl%252BDIaUPHPbOWnWpGMoZx%252B0pBfTCJcJzNAouluAirUPlotV7LTCuWeTKmqqtItwFv%252Bh%252FGFD3B7RItjcoq1cWWQ4O%252BzXMZPKwEfFFksBIiIBBeY4UeDmoduZb5LZ1sp4c87uittuNcjEETdcMiQwhbG%252Bm32XPgBN0G5ijECbpN%252BNVcwhlC9RdyujaiQFu683Xx8ZOMwuUyOrgq7Q07NmTxf%252F45GLjN7BCAoSXTho2Jrg7BHt5uXSStS%252B8AletuA%252BgIBzsWSa%252BVGEQEOwll6IunDYY6VA84iWmbLbXAoptPLSQHUOSPWsoNa9r8W7Pb%252FoHxMPc2QDdGooIMi2qpdHHeyACRGS8pBpTxIMj4T15tuLQevbAycsbmOyPsBQ%252Bjaiw1pGaDiW%252BEVDOpIIpc0fj6YhZgIR9JcEEmsmTBaTvhpPiwt12zf%252FpKBxIq7uzhuNpOAwKNNC673q3lSfzDuUt%252FiyDBFEBwPtMCNFUSEEVUTVFORuC2Pc2rp76Loral81SmmrzJRYdMPCZIono4VCFAnprNrdsxIY8nswfUKD3hvKkscchqswfRwIa3KddHABZZfqQs93sDQmBK6aJ6M84S3PIVQ9iSiMXgW9IW96effwH72h%7Cclp%3A2334524%7Ctkp%3ABFBMyKLTjtFf&LH_BIN=1,9780141982380
138, ISBN:9780143131663 Publication Year:2017,$12.00,https://www.ebay.com/itm/134001620582?epid=237535704&hash=item1f331e7666%3Ag%3AgT8AAOSwtRlh6xHI&LH_BIN=1,9780143131663
139, ISBN:9780134687131 Publication Year:2018,$36.99,https://www.ebay.com/itm/165294452605?epid=242571971&hash=item267c512f7d%3Ag%3AhWcAAOSwnWthzygm&LH_BIN=1,9780134687131
140, ISBN:9781259281594,$14.50,https://www.ebay.com/itm/232610470174?epid=219267765&hash=item3628aa191e%3Ag%3AYwAAAOSwZotdW7ej&LH_BIN=1,9781259281594
141, ISBN:9780978806576 Publication Year:2013,$34.99,https://www.ebay.com/itm/165297324688?epid=178773985&hash=item267c7d0290%3Ag%3AI0gAAOSwBpNh7ZRq&LH_BIN=1,9780978806576
142, Item Width:1.5 ISBN:9780890425558,$47.99,https://www.ebay.com/itm/224521782107?epid=159849969&hash=item34468a835b%3Ag%3AGE4AAOSwsnlg4z99&LH_BIN=1,9780890425558
143, ISBN:9780966693706 Publication Year:2015,$14.99,https://www.ebay.com/itm/134002861310?epid=20038757959&hash=item1f333164fe%3Ag%3AiN8AAOSwDsdh7KUt&LH_BIN=1,9780966693706
144, ISBN:9781496331519 Publication Year:2017,$29.99,https://www.ebay.com/itm/173859158188?epid=237947279&_trkparms=ispr%3D1&hash=item287ad038ac%3Ag%3AVAsAAOSw6o5f%7E26-&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSDAeS9EQtjPGVfKXTxF0%252BjtpgNuvWYPE2ZGZp3%252B9HSH%252BA%252F%252FBwy9BISXFjZYVajAGvt%252F5RbmBG3CaST1pkxeBRbr4E5VREXPGwO1mDuogjurxHn7pD9h%252Fixi4%252FlgzohkQK2djTbqUk8D32ROWRuP9omSKIweuiW5EAvl1H6z3UZSCQe8PE4UdshhQ%252FneAKki2A%252BF166ygmNaBDReYO5pK7dxF7zNBG1bkXeCteAmlltXqlTcrTN3Kj4ltg4eHqyabkBLvAnwr8lQjzTOKsk84wSLX%252B%252B0kJqVPJRgNYePW%252BvlPA8qX46GMB5CIdEnvsj5vKgruHqkaUj5BmU83ZvuvUw2WwuRs7NNwiDmJLzFnpTYCNUi%252FyT3kkMAgp0qhQ7XRGetmb5hk1RRXWp2EJ6tkSoVc2%252FEjbyf6FDDAtDeqeAXo7hgvqmEMGzx%252BPyB%252BSEpx7C8JX5WtkWn3AGBMwAI0hKiUXadP%252BcjJ7D9ItAN5VfSkGkJgRWQHfCxs95oIhkn%252B%252FUdkgj4coPS7f5KSGRWXRCll2yiQKs6d%252Fttu4kR8kXSHeW%252BF4z60sLVTNxzOGeH%252BzGycFRu857DEiZmC88xgaeL5MUFRXKBhrqyi8Sr1r%252FQZM2G8o7uEP9%252Fu%252BV9Ysy4Bysc57%252Fg4FOP28lWO9xmhMbaLaOH%252BmBGk4BOJWOvbStYvWscCduS%252FMvGZK8NnsPLNJQAvS6KDFrbdraza8gWUlgZI9XCRAId6rmDelKMxcQJIV5zx8Viw%252B0MOp273pHjdkwJqTwI2M%252B1ZJX0Bf1LFGmsDSAIeKqtsMsL9%252Byvzl%252FUah%252BsRhPjVMZxBXsFh5H7MF%7Cclp%3A2334524%7Ctkp%3ABFBMyKLTjtFf&LH_BIN=1,9781496331519
145, Modified Item:No ISBN:Does not apply,$295.00,https://www.ebay.com/itm/154754773859?_trkparms=ispr%3D1&hash=item24081a7363%3Ag%3Auw8AAOSwi7Nhh02U&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsStEKTPzZMfQmny3knR97t0P0ndh0qP3fSEY6Z61IqO5fVsO6740TupUw%252F7qbRCpGaUbCFeIooNtGGwKRPT3UwNuGTMoVJBYJwRxHS4J5TZxf1QX9IkElqI4fwme4gutLbhO%252BUzflyxolMOCn1IExqx5rjJLmyNKB8D3Uyd6sRQPyHg6ElJcXgcdJN1Yh0EhdbfptdXpTeKaxWcx4IZNQxga9yBWIfhwpRi6W6Z6ZWpUaov00wVChgG04%252FrNgwgqb4FNP9Fv55SpEUZiN7qaDpcOW2U%252B%252F0004cxmefswmZ5xtyE%252BFJBe4Mfe1L0%252Fax4Y3BHN8qr8ITq7dUoHOglJl4tEwZbbeToKVN40RL47rz1no%252FeBRHWWGkHPTpVHrRmCP9RORzeVVTw1HLOVPZkihq%252Fi7N5CvuG8x3loUAsmfT5Ff8S%252FIb4RalkK7HBgjjF9WIZczl3km0p7dgNIbyGqOsf5dturnDfqToDa0pNxlvTm%252BEMRpaEZ8lWr5yuRKR%252BLMK43zh38JIwH7zvXfijQ2Gi6DeLQwl8KmayK4G%252FvPiCWxUxKOuEaREBtl6CPZgZp8ikQT5zx5FY5IetC9sCZst5wd0oFz5l70q%252FKvhg7jW4czMBiSGvOti%252F3JoTExLtlIBSTM3vhTs9Y5ME32zgYNZuu81QFRhP%252F5rp2A9wxXE4A%252F7gGxhD4HgNvZhe9LPckTEr3qMNOSe7wy0F3ThfFFkSdPKwnRXEXAu9S%252BTI1tkmE2rbJX3TzMa9AJmYc6BNCdTi%252B0Puk9RWH%252FZqyUiMMTXjlf9IdqIkhWOPlZEzIuNE1haFwfO9fPRnDW2B1CR5pla%7Cclp%3A2334524%7Ctkp%3ABFBMyqLTjtFf&LH_BIN=1,
146, ISBN:9781319448684,$59.99,https://www.ebay.com/itm/384472580316?hash=item59845a00dc%3Ag%3Adg4AAOSwwuxhfHSQ&LH_BIN=1,9781319448684
147, ISBN:Not Applicable UPC:689828315673,$27.99,https://www.ebay.com/itm/392263763571?epid=6050082597&hash=item5b54be0673%3Ag%3AN%7EwAAOSwZ6hclCXv&LH_BIN=1,
148, ISBN:9781259927645,$19.90,https://www.ebay.com/itm/233443184718?epid=237440739&hash=item365a4c504e%3Ag%3A4yUAAOSwDYZeAGyX&LH_BIN=1,9781259927645
149, ISBN:9781681351476,$54.99,https://www.ebay.com/itm/223533998678?epid=2151125323&hash=item340baa2256%3Ag%3AbiAAAOSwFMtcwel9&LH_BIN=1,9781681351476
150, ISBN:DOESNOTAPPLY,$59.99,https://www.ebay.com/itm/133886547369?hash=item1f2c4295a9%3Ag%3AdzIAAOSwWexhThYO&LH_BIN=1,
151, ISBN:9781681612058,$56.00,https://www.ebay.com/itm/384331813291?epid=6042300029&hash=item597bf611ab%3Ag%3Ai0wAAOSw5vpgr6IZ&LH_BIN=1,9781681612058
152," Publication Name:Living Religions, Books a la Carte Edition ISBN:9780134169071",$40.23,https://www.ebay.com/itm/115213495734?epid=18038261814&hash=item1ad3426db6%3Ai%3A115213495734&LH_BIN=1,9780134169071
153," ISBN:9780470408810 Publication Name:Science Teacher's Activity-A-Day, Grades 5-10 : Over 180 Reproducible Pages of Quick, Fun Projects That Illustrate Basic Concepts",$7.99,https://www.ebay.com/itm/265511812665?epid=102798109&hash=item3dd1bcbe39%3Ag%3ABGcAAOSwAfVf%7Ecax&LH_BIN=1,9780470408810
154, Publication Year:2018 ISBN:9781610060035,$17.00,https://www.ebay.com/itm/234387406164?hash=item369293fd54%3Ag%3AKvkAAOSw6mhh6xkw&LH_BIN=1,9781610060035
155, Number of Pages:306 ISBN:9780996284677,$14.25,https://www.ebay.com/itm/175121663394?hash=item28c61085a2%3Ag%3At9oAAOSwmOVh6v7U&LH_BIN=1,9780996284677
156," Condition:Like New: A book that looks new but has been read. Cover has no visible wear, and the dust jacket ... Read moreabout the conditionLike New: A book that looks new but has been read. Cover has no visible wear, and the dust jacket (if applicable) is included for hard covers. No missing or damaged pages, no creases or tears, and no underlining/highlighting of text or writing in the margins. May be very minimal identifying marks on the inside cover. Very minimal wear and tear. See the seller’s listing for full details and description of any imperfections. See all condition definitionsopens in a new window or tab ISBN:9781509303656",$30.00,https://www.ebay.com/itm/304327783182?epid=235655422&hash=item46db59730e%3Ag%3AT%7E4AAOSwuIlh7JFa&LH_BIN=1,9781509303656
157, EAN:9780323028851 ISBN:0323028853,$35.00,https://www.ebay.com/itm/304324512229?epid=45331167&hash=item46db2789e5%3Ag%3AGsEAAOSwQv9h4b%7Ej&LH_BIN=1,9780323028851
158, ISBN:9781455922994 Publication Year:2019,$43.99,https://www.ebay.com/itm/224612076656?epid=20038382870&hash=item344bec4c70%3Ag%3AEM0AAOSw6iRhQ1br&LH_BIN=1,9781455922994
159, Level:Advanced ISBN:0916888096,$18.97,https://www.ebay.com/itm/185265468004?epid=116821558&hash=item2b22aeb264%3Ag%3AoMUAAOSwC35h6v%7EL&LH_BIN=1,
160, Type:Style Guide ISBN:9780958057141,$32.99,https://www.ebay.com/itm/153694545783?epid=8024607655&hash=item23c8e8a777%3Ag%3AIX4AAOSwnO1dr1fb&LH_BIN=1,9780958057141
161, ISBN:9780735216204 Publication Year:2017,$12.99,https://www.ebay.com/itm/313845736316?epid=236561651&hash=item4912a9e37c%3Ag%3AGZIAAOSwdPNh7ZPC&LH_BIN=1,9780735216204
162, ISBN:9780981626727 EAN:9780981626727,$45.00,https://www.ebay.com/itm/393850008655?epid=126897846&hash=item5bb34a344f%3Ag%3AfpkAAOSw3WRh11%7EZ&LH_BIN=1,9780981626727
163, ISBN:9780134464459 EAN:9780134464459,$47.88,https://www.ebay.com/itm/115213495051?epid=228947051&hash=item1ad3426b0b%3Ag%3ASxEAAOSw4f9f%7Ese9&LH_BIN=1,9780134464459
164, Subject:Literature ISBN:9781554811038,$15.99,https://www.ebay.com/itm/175123080812?epid=117276905&_trkparms=ispr%3D1&hash=item28c626266c%3Ag%3A%7ECAAAOSwaYdhmS2S&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSDAeS9EQtjPGVfKXTxF0%252Bjpr1bw3AlbaoL5gqEq8qWUQ95ahmuAfeDaovFjlOsl72RhhudLhSG9oSMbFQGKaEGLjgAuSQF%252B5N%252FyNMvLgWdbFkkU3qhLvP67UGMydkmqdgDgFsUPW6045h2rrmVI357PlqHhaYZ05XOHatXpAMziqLiummNODqWZlWD5CW0mjl%252B6kg2JYOpTd99qR41QIGDo0m0QvcjSJHwGdbve2ULicCEgfDZj3Y%252B6YXYm11CEx04BmL6JFwnF2%252BXPMlU%252Bf7llaYANn7HJKzTGWsRY4oIcM6StaHqC6cO8ageWKTA5yGIjqejMipbKbgGq%252BAXB5vy0Kx2V5fH8UNjznJHTDJ%252FOVGPSRDMUx29WxTebGNxeyZXfCuQIrLJk1UXTD8lwH%252BdnVc1OJYxMTDpkvk9ZZNlnT98K8kGW6WHj620E8cb6AULnspJVX%252Boo1f50dVWSBa4ak8MU102qS6sdi7I%252B9Vgrc%252Bmm%252FHMrIAWhMrqNG2DZIVmosk%252BPoEfVtLgg%252FJlLsIHGUdeUvjpeTSeYY3br1NmKzKLD4%252BMvNk45AC7jlMaO2LVcup8WDZ7hGa8Y4YdF2yT2KztBJ5kdQQQ8xgIecDtaEM4VigVnggbXW7iQkwWxGGIfB4neSdJ0nv5ME8gXs0ATzH%252FUfy62qTffX86oEdA9Ig75KCYCUcNEyKAt8Vbrn8SlWGlzaRBKHhwOnNiNAWlqFIIsZyxRy6PebUqq5%252BxqaqN9T2ZJtSTPdxw6dAGDOqj%252FWgdU%252B%252FcS%252BwGE2OvUW%252F55HA%252BNfyogNyg1BqMZELv9wbWl%252BhmrpSCNTQfTUgv31l%7Cclp%3A2334524%7Ctkp%3ABFBMyqLTjtFf&LH_BIN=1,9781554811038
165, MPN:Does not apply ISBN:0134555635,$53.39,https://www.ebay.com/itm/254545057420?epid=235613838&_trkparms=ispr%3D1&hash=item3b4411568c%3Ag%3Aq1sAAOSwksZhETTu&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSg3Ye8yTWgOW7pmE1t838dstswIvvns7MIo9wvAM%252F2tyjyDcNojITrh%252BBZl0ihm8BamvECVL%252FT%252BaGkZMAtZnCQn9ivrA5GSfMABNt%252B8sY1stSxBLDkGM4zdBPj4upCqIl9IelLoNk9nztJq97X%252FZqe%252FNQzv4VrfmRLNASJU4wJcWYa1G4PekyH37QfngS2c9emoeVP0o4%252BTTPv%252FlfjQRgGyQqy%252BYHfj4cGKNEYbGRDuiPba%252FjmPDxrSA1RTYut9NXcYZVZMcJLgd9slgqTJDjjAqTGTbXx7URysppGJZvML43Tvg8jIitlQtbKxNQNrGZyIT3il9Ccd7un4T%252BBlZZQeLgZRamQf1u4H18hLPsEP5khURRKE89R%252BWLQYSh8AV84LAbtFk0Cvctkg5dXVntbwqo%252F1L2LmjiDIdh1gzGgPrksf88%252Fq%252FWCeM3RsOj75MEPK%252B6o1Mr7skfScu%252FydomDL11cWfIalhCpHJDS9Qp3Ar%252FHVJoL1vQ2oWR8HEvVtwMl02k%252F%252Bw8DeHHao6D8Xu0hzXyBEyFBvMQ%252BwCBDtapWfGkEF55%252FbmDlVvZIQBA%252FHV5Ea4wgmzMtp1tn6NgnJqZPm2gi7lTa7kMfxFMNq0Y%252B0m2%252B%252FVJ5UkYv6hMbQHKuRbKuafaoETZ5%252BFBmuhL%252Fy%252FJBAWLMS2zs9ZtOfa5dZaZt09VaZdeUdGXEaAQQP1mXQiZA8eLUOk8l7tm%252FiowzOBb8iIFLIJdujdRFgdP6UAqS%252F9DaI44TxhXwRxPZ5FhrEAjg%252BYnn5dcT8DF4pbx4yrWWRKePyexOEil4iuBQFmEfwmJvW5NJV6F%252BnHTALAw9xd8%7Cclp%3A2334524%7Ctkp%3ABFBM6LvTjtFf&LH_BIN=1,
166," Artist:Kakutani, Michiko ISBN:0525574972",$10.30,https://www.ebay.com/itm/274912524965?epid=21038664395&_trkparms=ispr%3D1&hash=item4002103aa5%3Ag%3AAroAAOSw6GVf%7Er0m&amdata=enc%3AAQAGAAACkPYe5NmHp%252B2JMhMi7yxGiTJkPrKr5t53CooMSQt2orsSlHY%252FYTip4QFVjNQrCEJt6ruSUmLH0HAWLatCbCg0f29WwtcOfmMRhL6a7cetuPl3WC5YbUmMvfEqdVn%252FLdqRAkeWiS4FT%252FuBuzZZgWMUDNqiCgGHR7C%252BvM7C0ZPmMf7ZJ0sxeA1JJtwMwG7VpH6p4sub6LW1yAOduOEO4h2RjqKfLKhTVknaGD%252B%252B75LG9m3kH2P%252BsAiqx4eW3pg8MGDtwTpsKt5f%252FF5mH%252B6IU%252BplZOYxH88tYMgKqR5M3XzagkkoKZIzPS28HnNzaLNri1Guyz8bhbg7a31C8It5B0E%252F0NPIs5XorAwgTYTh%252B7zzTFKCgZ5N8Fq%252FcfmOk1Lerf7sNtswfm3tcZCPEu7vV27J9Utwjk4LpywkViMaEAtMmF8K0nQtADo8q2%252FVLVbzAP6c8BQ4mhxnoeQh2rtr7RLim%252ByLf9mi8PIS%252FzIqBY3NekH%252F%252Fr4HXzZ1UUY3Z%252FnSXJbxOR15WRF3lavt9gnbiWFDzWHw60VVYwvJtMij4x5qI%252FXA7XpwG2%252FvwOYu7pEH7%252F87zWC1QMpQNCu6McZZX%252BWd88hgoDOOSvluKV2Qufv5Q%252Fo0QA%252BJhXnjnJ2LsYv3BtyXVSTGSRjFYRdzy6y29BgSNtYIEcgnVGJTuORvqZQgDlkGGytXkBZuDF3v6g%252Fr8s54laRDUGmAX2D8OAQtrEsmieiqBNjvqnll2TtYyhRxqD%252B9sNOAvQa22ykRVJEPvnlG5eBJlfwb1TjDNKhlpgd9jRa07HQXbpYFMnDodGgzCbgZQ4AIHEWmkmFrTQdMeZ24QZEtr2Zxho%252BTgeHFumCzxOh7MqdWusZiWwO7IqnTCWCE%7Cclp%3A2334524%7Ctkp%3ABFBM6LvTjtFf&LH_BIN=1,
167, Personalized:No ISBN:9780997693768,$25.50,https://www.ebay.com/itm/165294488549?epid=236989957&hash=item267c51bbe5%3Ag%3ALrsAAOSwck9h6t6d&LH_BIN=1,9780997693768
168, ISBN:9781629973296 Publication Year:2016,$24.00,https://www.ebay.com/itm/234389961066?epid=8038720755&hash=item3692baf96a%3Ag%3AEfQAAOSwnwth25a3&LH_BIN=1,9781629973296
169, Subject:Barbering ISBN:9781305100558,$75.00,https://www.ebay.com/itm/353871160614?epid=219177691&hash=item52645d6526%3Ag%3AtuMAAOSw7dth7HPs&LH_BIN=1,9781305100558
170, ISBN:9780133970777,$20.94,https://www.ebay.com/itm/333179777085?epid=210823507&hash=item4d930ff03d%3Ag%3Ab%7EgAAOSwUchaTH-y&LH_BIN=1,9780133970777
